variable	type	value	KO	ss_status	n_changes
PGK	flux	3.75649293045	YMR139W	3.29206823649e-11	9
PGM	flux	0.0528426383624	YMR139W	3.29206823649e-11	9
PYK_CDC19	flux	3.75649293045	YMR139W	3.29206823649e-11	9
PYK_PYK2	flux	0.0	YMR139W	3.29206823649e-11	9
TDH_TDH1	flux	0.235355053152	YMR139W	3.29206823649e-11	9
TDH_TDH2	flux	0.0	YMR139W	3.29206823649e-11	9
TDH_TDH3	flux	3.5211378773	YMR139W	3.29206823649e-11	9
TPI	flux	1.85141528999	YMR139W	3.29206823649e-11	9
TPP	flux	0.0528426383624	YMR139W	3.29206823649e-11	9
TPS	flux	0.0528426383624	YMR139W	3.29206823649e-11	9
UGP	flux	0.0528426383624	YMR139W	3.29206823649e-11	9
acetate_branch	flux	0.0268311752302	YMR139W	3.29206823649e-11	9
succinate_branch	flux	0.0	YMR139W	3.29206823649e-11	9
udp_to_utp	flux	0.0528426383624	YMR139W	3.29206823649e-11	9
HXT	flux	2.01076291718	YMR139W	3.29206823649e-11	9
ADP	conc	1.65262260568	YMR139W	3.29206823649e-11	9
ATP	conc	4.06503759132	YMR139W	3.29206823649e-11	9
AcAld	conc	3.43619148785	YMR139W	3.29206823649e-11	9
BPG	conc	0.00165332332989	YMR139W	3.29206823649e-11	9
DHAP	conc	1.61190915482	YMR139W	3.29206823649e-11	9
F16bP	conc	2.49849089958	YMR139W	3.29206823649e-11	9
F6P	conc	0.301062390526	YMR139W	3.29206823649e-11	9
G1P	conc	0.0927543351697	YMR139W	3.29206823649e-11	9
G3P	conc	0.226376757159	YMR139W	3.29206823649e-11	9
G6P	conc	1.12743963976	YMR139W	3.29206823649e-11	9
GAP	conc	0.0684486758458	YMR139W	3.29206823649e-11	9
GLC	conc	0.624437053641	YMR139W	3.29206823649e-11	9
NAD	conc	1.40859596415	YMR139W	3.29206823649e-11	9
P2G	conc	0.0855834096856	YMR139W	3.29206823649e-11	9
P3G	conc	0.472897340172	YMR139W	3.29206823649e-11	9
PEP	conc	0.422733908197	YMR139W	3.29206823649e-11	9
PYR	conc	2.39170176314	YMR139W	3.29206823649e-11	9
T6P	conc	0.0115520338147	YMR139W	3.29206823649e-11	9
UDP	conc	0.174426758111	YMR139W	3.29206823649e-11	9
UTP	conc	0.44425312672	YMR139W	3.29206823649e-11	9
ADH_ADH1	flux	2.94178115263	YMR216C	1.85367048058e-11	11
ADH_ADH5	flux	0.0	YMR216C	1.85367048058e-11	11
AK	flux	-1.33226762955e-15	YMR216C	1.85367048058e-11	11
ATPase	flux	2.76157695221	YMR216C	1.85367048058e-11	11
ENO_ENO1	flux	0.403732482344	YMR216C	1.85367048058e-11	11
ENO_ENO2	flux	2.56460500674	YMR216C	1.85367048058e-11	11
FBA	flux	1.510725081	YMR216C	1.85367048058e-11	11
GPD	flux	0.0531126729125	YMR216C	1.85367048058e-11	11
GPM	flux	2.96833748908	YMR216C	1.85367048058e-11	11
GPP	flux	0.0531126729125	YMR216C	1.85367048058e-11	11
HXK_GLK1	flux	0.000337555122102	YMR216C	1.85367048058e-11	11
HXK_HXK1	flux	0.0283673405067	YMR216C	1.85367048058e-11	11
HXK_HXK2	flux	1.58445209468	YMR216C	1.85367048058e-11	11
PDC_PDC1	flux	2.8884177023	YMR216C	1.85367048058e-11	11
PDC_PDC5	flux	0.0326481858811	YMR216C	1.85367048058e-11	11
PDC_PDC6	flux	0.0472716009015	YMR216C	1.85367048058e-11	11
PFK	flux	1.510725081	YMR216C	1.85367048058e-11	11
PGI	flux	1.510725081	YMR216C	1.85367048058e-11	11
PGK	flux	2.96833748908	YMR216C	1.85367048058e-11	11
PGM	flux	0.0512159546534	YMR216C	1.85367048058e-11	11
PYK_CDC19	flux	2.96833748908	YMR216C	1.85367048058e-11	11
PYK_PYK2	flux	0.0	YMR216C	1.85367048058e-11	11
TDH_TDH1	flux	0.192978545471	YMR216C	1.85367048058e-11	11
TDH_TDH2	flux	0.0	YMR216C	1.85367048058e-11	11
TDH_TDH3	flux	2.77535894361	YMR216C	1.85367048058e-11	11
TPI	flux	1.45761240808	YMR216C	1.85367048058e-11	11
TPP	flux	0.0512159546534	YMR216C	1.85367048058e-11	11
TPS	flux	0.0512159546534	YMR216C	1.85367048058e-11	11
UGP	flux	0.0512159546534	YMR216C	1.85367048058e-11	11
acetate_branch	flux	0.0265563364563	YMR216C	1.85367048058e-11	11
succinate_branch	flux	0.0	YMR216C	1.85367048058e-11	11
udp_to_utp	flux	0.0512159546534	YMR216C	1.85367048058e-11	11
HXT	flux	1.6131569903	YMR216C	1.85367048058e-11	11
ADP	conc	2.46267735943	YMR216C	1.85367048058e-11	11
ATP	conc	2.43781622833	YMR216C	1.85367048058e-11	11
AcAld	conc	3.27138036273	YMR216C	1.85367048058e-11	11
BPG	conc	0.00097809315913	YMR216C	1.85367048058e-11	11
DHAP	conc	0.855225925044	YMR216C	1.85367048058e-11	11
F16bP	conc	0.755115361081	YMR216C	1.85367048058e-11	11
F6P	conc	0.309116823291	YMR216C	1.85367048058e-11	11
G1P	conc	0.0961943223468	YMR216C	1.85367048058e-11	11
G3P	conc	0.223909574955	YMR216C	1.85367048058e-11	11
G6P	conc	1.13755977093	YMR216C	1.85367048058e-11	11
GAP	conc	0.0355820127305	YMR216C	1.85367048058e-11	11
GLC	conc	1.01123156353	YMR216C	1.85367048058e-11	11
NAD	conc	1.46440506301	YMR216C	1.85367048058e-11	11
P2G	conc	0.173413796921	YMR216C	1.85367048058e-11	11
P3G	conc	0.938912710087	YMR216C	1.85367048058e-11	11
PEP	conc	0.953507418624	YMR216C	1.85367048058e-11	11
PYR	conc	2.43692558965	YMR216C	1.85367048058e-11	11
T6P	conc	0.0111884637517	YMR216C	1.85367048058e-11	11
UDP	conc	0.281901567291	YMR216C	1.85367048058e-11	11
UTP	conc	0.389847673348	YMR216C	1.85367048058e-11	11
ADH_ADH1	flux	4.23895658665	YNL154C	1.51183290152e-05	12
ADH_ADH5	flux	0.0	YNL154C	1.51183290152e-05	12
AK	flux	1.25990884392e-12	YNL154C	1.51183290152e-05	12
ATPase	flux	3.86420292054	YNL154C	1.51183290152e-05	12
ENO_ENO1	flux	0.473980768183	YNL154C	1.51183290152e-05	12
ENO_ENO2	flux	3.78893369804	YNL154C	1.51183290152e-05	12
FBA	flux	2.15541511268	YNL154C	1.51183290152e-05	12
GPD	flux	0.0479157591343	YNL154C	1.51183290152e-05	12
GPM	flux	4.26291446622	YNL154C	1.51183290152e-05	12
GPP	flux	0.0479157591343	YNL154C	1.51183290152e-05	12
HXK_GLK1	flux	0.00170026984579	YNL154C	1.51183290152e-05	12
HXK_HXK1	flux	0.0612935498256	YNL154C	1.51183290152e-05	12
HXK_HXK2	flux	2.3262851507	YNL154C	1.51183290152e-05	12
PDC_PDC1	flux	4.14305772609	YNL154C	1.51183290152e-05	12
PDC_PDC5	flux	0.0735925135532	YNL154C	1.51183290152e-05	12
PDC_PDC6	flux	0.0462642265819	YNL154C	1.51183290152e-05	12
PFK	flux	2.15541511268	YNL154C	1.51183290152e-05	12
PGI	flux	2.15541511268	YNL154C	1.51183290152e-05	12
PGK	flux	4.2629144662	YNL154C	1.51183290152e-05	12
PGM	flux	0.116931928849	YNL154C	1.51183290152e-05	12
PYK_CDC19	flux	4.26291446622	YNL154C	1.51183290152e-05	12
PYK_PYK2	flux	0.0	YNL154C	1.51183290152e-05	12
TDH_TDH1	flux	0.234104892495	YNL154C	1.51183290152e-05	12
TDH_TDH2	flux	0.0	YNL154C	1.51183290152e-05	12
TDH_TDH3	flux	4.02880957372	YNL154C	1.51183290152e-05	12
TPI	flux	2.10749935354	YNL154C	1.51183290152e-05	12
TPP	flux	0.116931928849	YNL154C	1.51183290152e-05	12
TPS	flux	0.116931928849	YNL154C	1.51183290152e-05	12
UGP	flux	0.116931928849	YNL154C	1.51183290152e-05	12
acetate_branch	flux	0.0239578795671	YNL154C	1.51183290152e-05	12
succinate_branch	flux	0.0	YNL154C	1.51183290152e-05	12
udp_to_utp	flux	0.116931928849	YNL154C	1.51183290152e-05	12
HXT	flux	2.38927897038	YNL154C	1.51183290152e-05	12
ADP	conc	0.898554333505	YNL154C	1.51183290152e-05	12
ATP	conc	5.0494919021	YNL154C	1.51183290152e-05	12
AcAld	conc	3.05918434179	YNL154C	1.51183290152e-05	12
BPG	conc	0.00433224688403	YNL154C	1.51183290152e-05	12
DHAP	conc	3.21730791676	YNL154C	1.51183290152e-05	12
F16bP	conc	9.28968440857	YNL154C	1.51183290152e-05	12
F6P	conc	2.36571968305	YNL154C	1.51183290152e-05	12
G1P	conc	0.085682931725	YNL154C	1.51183290152e-05	12
G3P	conc	0.200744109472	YNL154C	1.51183290152e-05	12
G6P	conc	8.72217244791	YNL154C	1.51183290152e-05	12
GAP	conc	0.139160193105	YNL154C	1.51183290152e-05	12
GLC	conc	0.37365367905	YNL154C	1.51183290152e-05	12
NAD	conc	1.41275493019	YNL154C	1.51183290152e-05	12
P2G	conc	0.274865151946	YNL154C	1.51183290152e-05	12
P3G	conc	1.48113313547	YNL154C	1.51183290152e-05	12
PEP	conc	1.56609239361	YNL154C	1.51183290152e-05	12
PYR	conc	9.66518266178	YNL154C	1.51183290152e-05	12
T6P	conc	0.0262996734933	YNL154C	1.51183290152e-05	12
UDP	conc	0.310726730605	YNL154C	1.51183290152e-05	12
UTP	conc	0.630425604886	YNL154C	1.51183290152e-05	12
ADH_ADH1	flux	1.89886508862	YNL183C	2.14653767812e-13	12
ADH_ADH5	flux	0.0	YNL183C	2.14653767812e-13	12
AK	flux	-1.33226762955e-15	YNL183C	2.14653767812e-13	12
ATPase	flux	1.84540945647	YNL183C	2.14653767812e-13	12
ENO_ENO1	flux	0.259328800725	YNL183C	2.14653767812e-13	12
ENO_ENO2	flux	1.65781132116	YNL183C	2.14653767812e-13	12
FBA	flux	0.976845094214	YNL183C	2.14653767812e-13	12
GPD	flux	0.0365500665393	YNL183C	2.14653767812e-13	12
GPM	flux	1.91714012189	YNL183C	2.14653767812e-13	12
GPP	flux	0.0365500665393	YNL183C	2.14653767812e-13	12
HXK_GLK1	flux	0.000212932553354	YNL183C	2.14653767812e-13	12
HXK_HXK1	flux	0.0164115862331	YNL183C	2.14653767812e-13	12
HXK_HXK2	flux	0.983674308016	YNL183C	2.14653767812e-13	12
PDC_PDC1	flux	1.841618763	YNL183C	2.14653767812e-13	12
PDC_PDC5	flux	0.0211438675887	YNL183C	2.14653767812e-13	12
PDC_PDC6	flux	0.0543774913036	YNL183C	2.14653767812e-13	12
PFK	flux	0.976845094214	YNL183C	2.14653767812e-13	12
PGI	flux	0.976845094214	YNL183C	2.14653767812e-13	12
PGK	flux	1.91714012189	YNL183C	2.14653767812e-13	12
PGM	flux	0.0117268662944	YNL183C	2.14653767812e-13	12
PYK_CDC19	flux	1.91714012189	YNL183C	2.14653767812e-13	12
PYK_PYK2	flux	0.0	YNL183C	2.14653767812e-13	12
TDH_TDH1	flux	0.128914006487	YNL183C	2.14653767812e-13	12
TDH_TDH2	flux	0.0	YNL183C	2.14653767812e-13	12
TDH_TDH3	flux	1.7882261154	YNL183C	2.14653767812e-13	12
TPI	flux	0.940295027675	YNL183C	2.14653767812e-13	12
TPP	flux	0.0117268662944	YNL183C	2.14653767812e-13	12
TPS	flux	0.0117268662944	YNL183C	2.14653767812e-13	12
UGP	flux	0.0117268662944	YNL183C	2.14653767812e-13	12
acetate_branch	flux	0.0182750332696	YNL183C	2.14653767812e-13	12
succinate_branch	flux	0.0	YNL183C	2.14653767812e-13	12
udp_to_utp	flux	0.0117268662944	YNL183C	2.14653767812e-13	12
HXT	flux	1.0002988268	YNL183C	2.14653767812e-13	12
ADP	conc	2.51629881905	YNL183C	2.14653767812e-13	12
ATP	conc	1.28314107991	YNL183C	2.14653767812e-13	12
AcAld	conc	2.15547805249	YNL183C	2.14653767812e-13	12
BPG	conc	0.000476015425399	YNL183C	2.14653767812e-13	12
DHAP	conc	0.37225177192	YNL183C	2.14653767812e-13	12
F16bP	conc	0.190908291482	YNL183C	2.14653767812e-13	12
F6P	conc	0.0488865109206	YNL183C	2.14653767812e-13	12
G1P	conc	0.0263447349514	YNL183C	2.14653767812e-13	12
G3P	conc	0.151071989615	YNL183C	2.14653767812e-13	12
G6P	conc	0.184882491443	YNL183C	2.14653767812e-13	12
GAP	conc	0.0150079821724	YNL183C	2.14653767812e-13	12
GLC	conc	2.18420203447	YNL183C	2.14653767812e-13	12
NAD	conc	1.52946193546	YNL183C	2.14653767812e-13	12
P2G	conc	0.138513802487	YNL183C	2.14653767812e-13	12
P3G	conc	0.742547873236	YNL183C	2.14653767812e-13	12
PEP	conc	0.811589345523	YNL183C	2.14653767812e-13	12
PYR	conc	1.40750914762	YNL183C	2.14653767812e-13	12
T6P	conc	0.00251836138223	YNL183C	2.14653767812e-13	12
UDP	conc	0.122631134549	YNL183C	2.14653767812e-13	12
UTP	conc	0.345238551556	YNL183C	2.14653767812e-13	12
ADH_ADH1	flux	3.21232221815	YNL298W	7.21995686121e-12	7
ADH_ADH5	flux	0.0	YNL298W	7.21995686121e-12	7
AK	flux	6.66133814775e-16	YNL298W	7.21995686121e-12	7
ATPase	flux	3.02169022493	YNL298W	7.21995686121e-12	7
ENO_ENO1	flux	0.484552019198	YNL298W	7.21995686121e-12	7
ENO_ENO2	flux	2.75551129345	YNL298W	7.21995686121e-12	7
FBA	flux	1.64777275082	YNL298W	7.21995686121e-12	7
GPD	flux	0.0554821889989	YNL298W	7.21995686121e-12	7
GPM	flux	3.24006331265	YNL298W	7.21995686121e-12	7
GPP	flux	0.0554821889989	YNL298W	7.21995686121e-12	7
HXK_GLK1	flux	0.000608877513698	YNL298W	7.21995686121e-12	7
HXK_HXK1	flux	0.0676767012996	YNL298W	7.21995686121e-12	7
HXK_HXK2	flux	1.68808110449	YNL298W	7.21995686121e-12	7
PDC_PDC1	flux	3.17506972648	YNL298W	7.21995686121e-12	7
PDC_PDC5	flux	0.0357365405566	YNL298W	7.21995686121e-12	7
PDC_PDC6	flux	0.0292570456113	YNL298W	7.21995686121e-12	7
PFK	flux	1.64777275082	YNL298W	7.21995686121e-12	7
PGI	flux	1.64777275082	YNL298W	7.21995686121e-12	7
PGK	flux	3.24006331265	YNL298W	7.21995686121e-12	7
PGM	flux	0.0542969662416	YNL298W	7.21995686121e-12	7
PYK_CDC19	flux	3.24006331265	YNL298W	7.21995686121e-12	7
PYK_PYK2	flux	0.0	YNL298W	7.21995686121e-12	7
TDH_TDH1	flux	0.20518531666	YNL298W	7.21995686121e-12	7
TDH_TDH2	flux	0.0	YNL298W	7.21995686121e-12	7
TDH_TDH3	flux	3.03487799599	YNL298W	7.21995686121e-12	7
TPI	flux	1.59229056183	YNL298W	7.21995686121e-12	7
TPP	flux	0.0542969662416	YNL298W	7.21995686121e-12	7
TPS	flux	0.0542969662416	YNL298W	7.21995686121e-12	7
UGP	flux	0.0542969662416	YNL298W	7.21995686121e-12	7
acetate_branch	flux	0.0277410944995	YNL298W	7.21995686121e-12	7
succinate_branch	flux	0.0	YNL298W	7.21995686121e-12	7
udp_to_utp	flux	0.0542969662416	YNL298W	7.21995686121e-12	7
HXT	flux	1.75636668331	YNL298W	7.21995686121e-12	7
ADP	conc	2.30428318794	YNL298W	7.21995686121e-12	7
ATP	conc	2.88852003928	YNL298W	7.21995686121e-12	7
AcAld	conc	3.45427727256	YNL298W	7.21995686121e-12	7
BPG	conc	0.00138283400664	YNL298W	7.21995686121e-12	7
DHAP	conc	1.13833718812	YNL298W	7.21995686121e-12	7
F16bP	conc	1.20063317338	YNL298W	7.21995686121e-12	7
F6P	conc	0.329721503122	YNL298W	7.21995686121e-12	7
G1P	conc	0.0980639261958	YNL298W	7.21995686121e-12	7
G3P	conc	0.234568331306	YNL298W	7.21995686121e-12	7
G6P	conc	1.21877803734	YNL298W	7.21995686121e-12	7
GAP	conc	0.0479251257988	YNL298W	7.21995686121e-12	7
GLC	conc	0.852232277851	YNL298W	7.21995686121e-12	7
NAD	conc	1.44874015735	YNL298W	7.21995686121e-12	7
P2G	conc	0.146477098348	YNL298W	7.21995686121e-12	7
P3G	conc	0.794445928661	YNL298W	7.21995686121e-12	7
PEP	conc	0.786539867588	YNL298W	7.21995686121e-12	7
PYR	conc	2.75722011506	YNL298W	7.21995686121e-12	7
T6P	conc	0.0118775198352	YNL298W	7.21995686121e-12	7
UDP	conc	0.252228038101	YNL298W	7.21995686121e-12	7
UTP	conc	0.411840812182	YNL298W	7.21995686121e-12	7
ADH_ADH1	flux	3.32688409939	YNR031C	4.22545734279e-12	9
ADH_ADH5	flux	0.0	YNR031C	4.22545734279e-12	9
AK	flux	0.0	YNR031C	4.22545734279e-12	9
ATPase	flux	3.15504112169	YNR031C	4.22545734279e-12	9
ENO_ENO1	flux	0.486790526075	YNR031C	4.22545734279e-12	9
ENO_ENO2	flux	2.86748693404	YNR031C	4.22545734279e-12	9
FBA	flux	1.70453209079	YNR031C	4.22545734279e-12	9
GPD	flux	0.0547867214565	YNR031C	4.22545734279e-12	9
GPM	flux	3.35427746012	YNR031C	4.22545734279e-12	9
GPP	flux	0.0547867214565	YNR031C	4.22545734279e-12	9
HXK_GLK1	flux	0.000354864415915	YNR031C	4.22545734279e-12	9
HXK_HXK1	flux	0.0261155676744	YNR031C	4.22545734279e-12	9
HXK_HXK2	flux	1.77436140334	YNR031C	4.22545734279e-12	9
PDC_PDC1	flux	3.2724638311	YNR031C	4.22545734279e-12	9
PDC_PDC5	flux	0.0292453549827	YNR031C	4.22545734279e-12	9
PDC_PDC6	flux	0.0525682740363	YNR031C	4.22545734279e-12	9
PFK	flux	1.70453209079	YNR031C	4.22545734279e-12	9
PGI	flux	1.70453209079	YNR031C	4.22545734279e-12	9
PGK	flux	3.35427746012	YNR031C	4.22545734279e-12	9
PGM	flux	0.0481498723218	YNR031C	4.22545734279e-12	9
PYK_CDC19	flux	3.35427746012	YNR031C	4.22545734279e-12	9
PYK_PYK2	flux	0.0	YNR031C	4.22545734279e-12	9
TDH_TDH1	flux	0.211559479408	YNR031C	4.22545734279e-12	9
TDH_TDH2	flux	0.0	YNR031C	4.22545734279e-12	9
TDH_TDH3	flux	3.14271798071	YNR031C	4.22545734279e-12	9
TPI	flux	1.64974536933	YNR031C	4.22545734279e-12	9
TPP	flux	0.0481498723218	YNR031C	4.22545734279e-12	9
TPS	flux	0.0481498723218	YNR031C	4.22545734279e-12	9
UGP	flux	0.0481498723218	YNR031C	4.22545734279e-12	9
acetate_branch	flux	0.0273933607282	YNR031C	4.22545734279e-12	9
succinate_branch	flux	0.0	YNR031C	4.22545734279e-12	9
udp_to_utp	flux	0.0481498723218	YNR031C	4.22545734279e-12	9
HXT	flux	1.80083183543	YNR031C	4.22545734279e-12	9
ADP	conc	2.18690661194	YNR031C	4.22545734279e-12	9
ATP	conc	3.14983457292	YNR031C	4.22545734279e-12	9
AcAld	conc	3.43085087291	YNR031C	4.22545734279e-12	9
BPG	conc	0.00146322798182	YNR031C	4.22545734279e-12	9
DHAP	conc	1.24086329716	YNR031C	4.22545734279e-12	9
F16bP	conc	1.69605555577	YNR031C	4.22545734279e-12	9
F6P	conc	0.269525266492	YNR031C	4.22545734279e-12	9
G1P	conc	0.0888721061078	YNR031C	4.22545734279e-12	9
G3P	conc	0.231433599931	YNR031C	4.22545734279e-12	9
G6P	conc	1.00349155042	YNR031C	4.22545734279e-12	9
GAP	conc	0.0523714661335	YNR031C	4.22545734279e-12	9
GLC	conc	0.807886296476	YNR031C	4.22545734279e-12	9
NAD	conc	1.44034847498	YNR031C	4.22545734279e-12	9
P2G	conc	0.138364243597	YNR031C	4.22545734279e-12	9
P3G	conc	0.752008769135	YNR031C	4.22545734279e-12	9
PEP	conc	0.733627781258	YNR031C	4.22545734279e-12	9
PYR	conc	2.10733128335	YNR031C	4.22545734279e-12	9
T6P	conc	0.0105045857363	YNR031C	4.22545734279e-12	9
UDP	conc	0.205116490037	YNR031C	4.22545734279e-12	9
UTP	conc	0.416502427292	YNR031C	4.22545734279e-12	9
ADH_ADH1	flux	4.39796597408	YNR047W	3.79829339891e-05	8
ADH_ADH5	flux	0.0	YNR047W	3.79829339891e-05	8
AK	flux	3.67206265395e-14	YNR047W	3.79829339891e-05	8
ATPase	flux	4.02159210047	YNR047W	3.79829339891e-05	8
ENO_ENO1	flux	0.840893535383	YNR047W	3.79829339891e-05	8
ENO_ENO2	flux	3.56380330702	YNR047W	3.79829339891e-05	8
FBA	flux	2.20907928953	YNR047W	3.79829339891e-05	8
GPD	flux	0.0134617366613	YNR047W	3.79829339891e-05	8
GPM	flux	4.40469684241	YNR047W	3.79829339891e-05	8
GPP	flux	0.0134617366613	YNR047W	3.79829339891e-05	8
HXK_GLK1	flux	0.00152076849146	YNR047W	3.79829339891e-05	8
HXK_HXK1	flux	0.0521895915425	YNR047W	3.79829339891e-05	8
HXK_HXK2	flux	2.40179759969	YNR047W	3.79829339891e-05	8
PDC_PDC1	flux	4.32116066414	YNR047W	3.79829339891e-05	8
PDC_PDC5	flux	0.0478278234693	YNR047W	3.79829339891e-05	8
PDC_PDC6	flux	0.0357083548014	YNR047W	3.79829339891e-05	8
PFK	flux	2.20907928953	YNR047W	3.79829339891e-05	8
PGI	flux	2.20907928953	YNR047W	3.79829339891e-05	8
PGK	flux	4.40469684241	YNR047W	3.79829339891e-05	8
PGM	flux	0.123214335093	YNR047W	3.79829339891e-05	8
PYK_CDC19	flux	4.40469684241	YNR047W	3.79829339891e-05	8
PYK_PYK2	flux	0.0	YNR047W	3.79829339891e-05	8
TDH_TDH1	flux	0.239978697269	YNR047W	3.79829339891e-05	8
TDH_TDH2	flux	0.0	YNR047W	3.79829339891e-05	8
TDH_TDH3	flux	4.16471814514	YNR047W	3.79829339891e-05	8
TPI	flux	2.19561755287	YNR047W	3.79829339891e-05	8
TPP	flux	0.123214335093	YNR047W	3.79829339891e-05	8
TPS	flux	0.123214335093	YNR047W	3.79829339891e-05	8
UGP	flux	0.123214335093	YNR047W	3.79829339891e-05	8
acetate_branch	flux	0.00673086833064	YNR047W	3.79829339891e-05	8
succinate_branch	flux	0.0	YNR047W	3.79829339891e-05	8
udp_to_utp	flux	0.123214335093	YNR047W	3.79829339891e-05	8
HXT	flux	2.45550795972	YNR047W	3.79829339891e-05	8
ADP	conc	0.3672964901	YNR047W	3.79829339891e-05	8
ATP	conc	5.64194338416	YNR047W	3.79829339891e-05	8
AcAld	conc	0.984740041218	YNR047W	3.79829339891e-05	8
BPG	conc	0.00905504228676	YNR047W	3.79829339891e-05	8
DHAP	conc	13.0164541677	YNR047W	3.79829339891e-05	8
F16bP	conc	190.034692353	YNR047W	3.79829339891e-05	8
F6P	conc	4.61116762941	YNR047W	3.79829339891e-05	8
G1P	conc	0.0657949145272	YNR047W	3.79829339891e-05	8
G3P	conc	0.0541644059822	YNR047W	3.79829339891e-05	8
G6P	conc	16.8316862648	YNR047W	3.79829339891e-05	8
GAP	conc	0.573741239874	YNR047W	3.79829339891e-05	8
GLC	conc	0.337581147891	YNR047W	3.79829339891e-05	8
NAD	conc	1.23302987535	YNR047W	3.79829339891e-05	8
P2G	conc	0.0517360194584	YNR047W	3.79829339891e-05	8
P3G	conc	0.295518276029	YNR047W	3.79829339891e-05	8
PEP	conc	0.223547930171	YNR047W	3.79829339891e-05	8
PYR	conc	4.25012744239	YNR047W	3.79829339891e-05	8
T6P	conc	0.0277912152364	YNR047W	3.79829339891e-05	8
UDP	conc	0.293039183739	YNR047W	3.79829339891e-05	8
UTP	conc	0.714140937982	YNR047W	3.79829339891e-05	8
ADH_ADH1	flux	3.33693472749	YOL016C	6.41668602724e-11	15
ADH_ADH5	flux	0.0	YOL016C	6.41668602724e-11	15
AK	flux	1.33226762955e-15	YOL016C	6.41668602724e-11	15
ATPase	flux	3.15802471921	YOL016C	6.41668602724e-11	15
ENO_ENO1	flux	0.496071447704	YOL016C	6.41668602724e-11	15
ENO_ENO2	flux	2.86589134807	YOL016C	6.41668602724e-11	15
FBA	flux	1.70600946617	YOL016C	6.41668602724e-11	15
GPD	flux	0.0500561365628	YOL016C	6.41668602724e-11	15
GPM	flux	3.36196279578	YOL016C	6.41668602724e-11	15
GPP	flux	0.0500561365628	YOL016C	6.41668602724e-11	15
HXK_GLK1	flux	0.000578919347519	YOL016C	6.41668602724e-11	15
HXK_HXK1	flux	0.0425306744473	YOL016C	6.41668602724e-11	15
HXK_HXK2	flux	1.76548783237	YOL016C	6.41668602724e-11	15
PDC_PDC1	flux	3.29851107593	YOL016C	6.41668602724e-11	15
PDC_PDC5	flux	0.0283408127705	YOL016C	6.41668602724e-11	15
PDC_PDC6	flux	0.0351109070793	YOL016C	6.41668602724e-11	15
PFK	flux	1.70600946617	YOL016C	6.41668602724e-11	15
PGI	flux	1.70600946617	YOL016C	6.41668602724e-11	15
PGK	flux	3.36196279578	YOL016C	6.41668602724e-11	15
PGM	flux	0.0512939799995	YOL016C	6.41668602724e-11	15
PYK_CDC19	flux	3.36196279578	YOL016C	6.41668602724e-11	15
PYK_PYK2	flux	0.0	YOL016C	6.41668602724e-11	15
TDH_TDH1	flux	0.213635635601	YOL016C	6.41668602724e-11	15
TDH_TDH2	flux	0.0	YOL016C	6.41668602724e-11	15
TDH_TDH3	flux	3.14832716017	YOL016C	6.41668602724e-11	15
TPI	flux	1.65595332961	YOL016C	6.41668602724e-11	15
TPP	flux	0.0512939799995	YOL016C	6.41668602724e-11	15
TPS	flux	0.0512939799995	YOL016C	6.41668602724e-11	15
UGP	flux	0.0512939799995	YOL016C	6.41668602724e-11	15
acetate_branch	flux	0.0250280682814	YOL016C	6.41668602724e-11	15
succinate_branch	flux	0.0	YOL016C	6.41668602724e-11	15
udp_to_utp	flux	0.0512939799995	YOL016C	6.41668602724e-11	15
HXT	flux	1.80859742617	YOL016C	6.41668602724e-11	15
ADP	conc	2.18395638453	YOL016C	6.41668602724e-11	15
ATP	conc	3.15594675888	YOL016C	6.41668602724e-11	15
AcAld	conc	3.08394541184	YOL016C	6.41668602724e-11	15
BPG	conc	0.00131596564456	YOL016C	6.41668602724e-11	15
DHAP	conc	1.05749710958	YOL016C	6.41668602724e-11	15
F16bP	conc	1.13575231222	YOL016C	6.41668602724e-11	15
F6P	conc	0.299581623045	YOL016C	6.41668602724e-11	15
G1P	conc	0.0930977800528	YOL016C	6.41668602724e-11	15
G3P	conc	0.210249936814	YOL016C	6.41668602724e-11	15
G6P	conc	1.10340463973	YOL016C	6.41668602724e-11	15
GAP	conc	0.0441936987763	YOL016C	6.41668602724e-11	15
GLC	conc	0.800359847231	YOL016C	6.41668602724e-11	15
NAD	conc	1.46401238548	YOL016C	6.41668602724e-11	15
P2G	conc	0.198457343892	YOL016C	6.41668602724e-11	15
P3G	conc	1.07646808666	YOL016C	6.41668602724e-11	15
PEP	conc	1.07245463813	YOL016C	6.41668602724e-11	15
PYR	conc	2.0235241383	YOL016C	6.41668602724e-11	15
T6P	conc	0.0112058909164	YOL016C	6.41668602724e-11	15
UDP	conc	0.218087067119	YOL016C	6.41668602724e-11	15
UTP	conc	0.419415672757	YOL016C	6.41668602724e-11	15
ADH_ADH1	flux	2.99754977238	YOL045W	3.5887324459e-11	13
ADH_ADH5	flux	0.0	YOL045W	3.5887324459e-11	13
AK	flux	6.66133814775e-16	YOL045W	3.5887324459e-11	13
ATPase	flux	2.81256583038	YOL045W	3.5887324459e-11	13
ENO_ENO1	flux	0.448340672523	YOL045W	3.5887324459e-11	13
ENO_ENO2	flux	2.57270586238	YOL045W	3.5887324459e-11	13
FBA	flux	1.53402002997	YOL045W	3.5887324459e-11	13
GPD	flux	0.0469935250421	YOL045W	3.5887324459e-11	13
